# z       Lx0124      eLx         LAMBDACHISQ   LAMBDACHISQE  
  0.2     7.7018E43   2.546E43    8.531744      1.9937538     
  0.607   5.9678E44   3.013E44    11.338659     15.943003     
  0.249   8.7932E43   3.3729E43   37.53145      2.843614      
  0.072   2.0574E43   4.3544E42   6.212988      1.2759811     
  0.065   1.4727E43   3.6309E42   28.714075     2.0384498     
  0.623   3.9993E44   2.6459E44   5.007845      23.718916     
  0.069   1.7581E43   4.932E42    35.090652     2.1952481     
  0.568   4.7278E44   2.6296E44   15.472757     16.539577     
  0.068   2.9137E43   6.6197E42   9.721632      1.5709321     
  0.573   7.8878E44   3.2837E44   15.884642     13.922628     
  0.084   3.2894E43   1.3536E43   29.339529     2.103151      
  0.311   1.2473E44   5.1011E43   26.959753     4.4144483     
  0.561   9.9595E44   2.6417E44   5.511259      8.015737      
  0.185   1.0117E44   2.3238E43   38.645065     2.7098053     
  0.074   1.5771E43   4.0097E42   13.85573      1.7976179     
  0.549   4.3497E44   1.7247E44   11.308149     10.06262      
  0.074   1.3887E43   4.0908E42   20.369604     1.6547284     
  0.079   1.6307E43   4.8568E42   22.29173      1.7925719     
  0.08    1.4172E44   1.125E43    47.52346      2.7022917     
  0.487   6.1451E44   1.6973E44   31.58201      10.599347     
  0.235   1.0489E44   3.6101E43   44.563995     3.3095388     
  0.491   2.7221E44   1.2215E44   14.7710285    7.417688      
  0.423   3.8896E44   1.2776E44   15.152403     4.298334      
  0.113   3.604E43    1.0077E43   5.526514      1.1153572     
  0.155   6.4853E43   2.9458E43   8.455469      1.4632576     
  0.276   9.6474E43   3.7051E43   6.8994617     1.5513836     
  0.149   4.8686E43   1.4314E43   14.816793     2.3527024     
  0.07    1.8925E43   5.6019E42   18.432222     2.2840054     
  0.393   2.0037E44   8.589E43    5.434984      2.2731946     
  0.167   5.9033E43   1.8144E43   27.814032     2.386351      
  0.142   3.9512E43   1.2466E43   29.385294     1.8106185     
  0.071   2.2707E45   7.1234E43   67.23289      2.807292      
  0.069   1.2125E43   4.1743E42   13.85573      1.688981      
  0.16    5.3024E43   1.6842E43   5.3281994     1.2774464     
  0.448   9.9496E44   2.1476E44   10.499636     17.379377     
  0.072   1.1971E43   4.7568E42   17.19657      1.7433676     
  0.069   9.9603E42   3.4863E42   19.667875     1.4926339     
  0.169   3.2483E43   1.5831E43   7.0215015     1.5233526     
  0.064   1.1948E43   4.1372E42   12.894667     1.8455342     
  0.504   6.0488E44   1.6517E44   28.347956     19.029722     
  0.355   2.4896E44   7.7333E43   7.418131      1.7112802     
  0.219   9.4551E43   4.7062E43   6.4113026     1.9380047     
  0.472   6.4388E44   1.6999E44   12.696352     5.5003796     
  0.173   7.0177E43   3.4676E43   14.801538     1.705164      
  0.061   7.6652E42   2.7394E42   9.035158      1.5488323     
  0.52    6.9632E44   1.9607E44   15.335463     9.626007      
  0.254   1.4079E44   4.2589E43   34.571983     2.961389      
  0.086   1.6357E43   4.8887E42   14.587969     1.3256344     
  0.507   2.6659E44   1.1516E44   34.89234      13.101267     
  0.086   1.3254E43   5.3595E42   7.280836      1.0836673     
  0.424   5.7067E44   1.4507E44   27.951326     5.5994644     
  0.595   2.6904E44   1.378E44    8.409704      13.301725     
  0.265   1.6584E44   4.8034E43   6.4418125     1.619933      
  0.343   2.0397E44   1.0216E44   19.454306     2.9220455     
  0.427   3.3225E44   1.223E44    5.8316135     3.206702      
  0.166   8.5422E43   2.1338E43   39.651894     2.6500406     
  0.606   6.1882E44   2.0851E44   35.65509      29.854517     
  0.171   6.1483E43   1.9408E43   28.180151     2.3237677     
  0.599   6.83E44     2.0548E44   10.560656     38.27622      
  0.152   1.2597E44   2.29E43     37.43992      2.1850893     
  0.077   9.9619E42   3.8971E42   10.926775     1.212649      
  0.179   9.5034E43   2.286E43    21.117098     1.6454872     
  0.072   4.159E43    6.9245E42   5.7248287     1.19291       
  0.167   5.6429E43   1.7007E43   10.926775     1.8063707     
  0.419   1.9001E44   1.2971E44   15.457502     4.7346272     
  0.386   2.641E44    1.6858E44   11.735289     2.8377502     
  0.232   1.5536E44   3.7701E43   8.2418995     1.9069436     
  0.631   5.9798E44   2.1059E44   13.82522      72.641136     
  0.273   8.1568E43   3.5924E43   7.204561      1.7548095     
  0.077   1.0839E43   4.6736E42   8.409704      1.2752154     
  0.636   4.668E44    3.1017E44   23.26805      72.00965      
  0.258   9.6879E43   3.5178E43   11.842073     2.1934328     
  0.083   1.8296E43   4.7757E42   13.474356     1.8721678     
  0.306   7.0108E43   3.5751E43   16.43382      2.255296      
  0.115   1.7341E43   6.6864E42   13.85573      1.8193043     
  0.103   1.3326E43   5.1706E42   9.187708      2.382131      
  0.46    3.5811E44   1.5244E44   102.13627     15.227373     
  0.35    1.5285E44   5.2236E43   11.781054     2.11282       
  0.447   2.7703E44   1.2971E44   17.959318     6.708885      
  0.338   2.1188E44   7.1356E43   100.90061     4.710976      
  0.631   4.7807E44   1.7406E44   5.8773785     17.0086       
  0.629   8.1038E44   2.2058E44   27.783522     32.80979      
  0.099   5.9687E43   9.2335E42   12.909922     3.9201934     
  0.356   1.9583E44   6.2146E43   54.43396      3.3231204     
  0.07    1.0645E43   2.7063E42   5.8621235     1.3524996     
  0.222   1.0516E44   3.0598E43   82.80821      5.1093316     
  0.32    1.6168E44   4.8127E43   61.23768      3.7368114     
  0.391   2.819E44    1.176E44    13.626905     3.058099      
  0.091   6.8573E42   3.7707E42   5.068865      1.1881696     
  0.194   8.0784E43   4.0317E43   14.648989     1.7690037     
  0.062   8.4713E42   2.48E42     10.133516     1.4165782     
  0.481   7.2879E44   2.4676E44   15.732092     6.780682      
  0.258   1.6855E44   4.2675E43   66.16504      5.3159094     
  0.069   1.2488E44   1.0388E43   9.553827      1.2846272     
  0.272   8.9814E43   3.2975E43   65.11244      3.6288137     
  0.54    6.7642E44   1.8789E44   11.826818     12.771969     
  0.34    1.1369E44   4.8417E43   9.019903      1.776695      
  0.528   7.1508E44   2.1166E44   7.311346      8.589125      
  0.297   1.2624E44   4.2208E43   35.04489      3.2840219     
  0.218   1.3428E44   3.2333E43   8.531744      1.5627879     
  0.438   2.8454E44   1.2296E44   5.9841633     3.2874508     
  0.393   1.7776E44   7.4835E43   8.287664      7.263226      
  0.489   5.8672E44   2.5612E44   24.793547     9.818473      
  0.403   2.7757E44   8.3743E43   14.526949     3.2812202     
  0.163   2.6463E43   1.2087E43   8.928373      1.694129      
  0.36    3.2185E44   7.6342E43   65.70739      5.2343335     
  0.577   3.4333E44   1.7903E44   6.4265575     13.108812     
  0.093   2.1533E43   6.0534E42   10.087751     1.5128497     
  0.095   1.5238E44   1.4228E43   49.994766     2.25446       
  0.488   3.2442E44   1.8132E44   15.274443     6.696998      
  0.411   5.7289E44   1.2022E44   102.73121     9.06825       
  0.523   3.978E44    2.6117E44   21.147608     14.284885     
  0.616   1.0072E45   3.4852E44   89.0475       88.746155     
  0.077   1.6033E43   5.1433E42   9.553827      1.3528384     
  0.114   3.9083E43   1.0834E43   21.132353     4.9814277     
  0.518   6.9296E44   1.9001E44   7.81476       7.6660905     
  0.063   2.7649E43   4.5367E42   33.580414     1.998153      
  0.443   2.5166E44   1.0861E44   142.43991     25.367535     
  0.258   7.3514E43   2.9132E43   13.306551     2.296552      
  0.247   1.2118E44   3.4915E43   79.49789      4.0345087     
  0.534   5.0602E44   1.9127E44   153.43875     30.995169     
  0.12    3.5434E43   1.0375E43   22.001886     1.8435684     
  0.17    3.7707E43   1.6705E43   26.822458     2.3234        
  0.243   5.038E43    2.4767E43   16.189741     1.9128137     
  0.249   9.8041E43   3.3164E43   6.4723225     1.7497596     
  0.227   1.8219E44   7.4197E43   11.872583     2.1176527     
  0.179   1.097E44    2.144E43    45.601334     3.041089      
  0.083   1.8771E43   5.7078E42   15.259188     1.6853101     
  0.082   1.6937E43   4.7059E42   13.474356     1.6033434     
  0.081   1.2814E44   1.3698E43   26.349554     2.060417      
  0.124   3.3395E43   1.8686E43   18.355947     1.8347199     
  0.082   2.2142E43   6.7326E42   29.888708     2.319007      
  0.09    1.4167E43   6.6321E42   8.531744      1.7306151     
  0.187   5.5502E43   2.3078E43   32.726135     2.48216       
  0.179   9.8191E43   2.798E43    39.499344     2.8022916     
  0.47    2.6664E44   1.0999E44   31.52099      9.795659      
  0.468   2.8042E44   1.311E44    13.382826     5.7050247     
  0.214   1.0332E44   3.5619E43   13.5963955    2.1181633     
  0.413   2.5953E44   1.288E44    11.323404     4.2938538     
  0.098   2.3528E44   2.8055E43   47.79805      2.0925171     
  0.116   5.5561E43   1.3951E43   22.734125     1.854706      
  0.55    2.1921E45   1.0388E45   59.17826      33.979725     
  0.37    1.8862E45   2.6093E44   87.750824     6.3399644     
  0.117   5.5211E43   1.2618E43   32.573586     2.1756725     
  0.107   1.3812E43   7.5194E42   9.309748      1.6934574     
  0.069   1.0961E43   4.2493E42   5.557024      1.428514      
  0.127   3.9651E43   1.3338E43   29.964983     2.4958339     
  0.081   1.2643E43   5.636E42    29.202234     2.4442902     
  0.071   8.7276E42   4.5191E42   7.6927204     1.3954456     
  0.083   2.1863E43   1.4571E43   6.5943623     1.484999      
  0.07    1.2305E43   4.8081E42   5.8011036     1.2950444     
  0.079   3.4492E44   2.1282E43   134.65987     3.8668075     
  0.552   5.3543E44   2.3673E44   6.4875774     9.834093      
  0.22    1.5464E44   5.594E43    41.74182      2.8609838     
  0.122   1.6161E43   9.0411E42   11.826818     1.6715864     
  0.3     4.8227E44   1.4462E44   18.249163     2.4328363     
  0.441   4.0469E44   1.6799E44   17.989828     11.613938     
  0.38    3.621E44    1.2744E44   14.603224     3.0265453     
  0.064   1.5144E43   4.8925E42   14.481184     1.7310747     
  0.401   4.5346E44   1.6864E44   20.567919     5.4559684     
  0.059   1.7659E43   5.9815E42   10.72846      1.0767801     
  0.092   6.7095E43   8.3855E42   27.859797     2.5102174     
  0.078   2.8108E43   7.812E42    7.921545      1.6180239     
  0.599   5.4353E44   3.6475E44   6.029928      12.292631     
  0.174   2.0865E43   1.0502E43   9.919947      1.5228174     
  0.425   2.6339E44   1.1256E44   7.1435413     3.1304288     
  0.079   1.5153E43   4.434E42    25.373236     1.8622806     
  0.086   3.3311E43   8.217E42    22.84091      2.0436754     
  0.091   3.3993E43   1.3692E43   14.023535     1.9490776     
  0.492   5.5229E44   1.7624E44   9.477552      18.305296     
  0.3     8.6874E43   4.7843E43   17.623709     2.3956456     
  0.201   9.8723E43   2.8871E43   7.90629       1.657771      
  0.081   1.4586E43   5.3974E42   28.378466     2.043916      
  0.086   1.1545E43   5.4147E42   7.357111      2.2049518     
  0.3     3.5838E44   6.9485E43   51.871124     3.9177334     
  0.171   7.0694E43   1.894E43    35.48728      2.1449168     
  0.095   2.4708E45   7.8095E43   183.12492     4.175718      
  0.091   2.7694E43   7.7676E42   42.64187      2.901448      
  0.222   7.1741E43   2.6001E43   17.516924     2.2825556     
  0.369   2.5912E44   7.3685E43   21.040823     3.7912512     
  0.091   1.0757E43   4.8523E42   6.823187      1.5387725     
  0.089   1.6361E43   5.8151E42   35.41101      2.286093      
  0.208   6.2938E43   2.1145E43   11.750544     1.9142678     
  0.099   2.8231E43   1.4377E43   9.950457      1.641457      
  0.283   2.3514E44   5.0644E43   5.679064      1.6449265     
  0.377   9.5038E43   5.0904E43   8.806334      2.5123339     
  0.073   1.4324E43   4.845E42    33.229546     2.271206      
  0.583   5.9081E44   2.4987E44   46.150513     24.96854      
  0.326   4.2399E44   2.0984E44   6.5943623     1.7519228     
  0.374   2.7418E44   7.5551E43   8.8215885     2.6125753     
  0.268   2.3144E44   5.5819E43   35.22795      3.379953      
  0.109   3.4576E43   8.7928E42   15.091383     1.8097446     
  0.273   1.319E44    4.9047E43   55.944206     3.5821223     
  0.327   2.8476E44   7.2675E43   5.05361       1.5000392     
  0.094   1.5152E44   1.1822E43   80.36742      2.68142       
  0.404   2.8756E44   9.9382E43   53.74749      6.407182      
  0.17    1.2577E44   2.3456E43   23.05448      2.2183583     
  0.066   1.1056E43   2.4177E42   26.593634     2.4361928     
  0.454   2.4071E44   8.7394E43   21.391687     7.4502244     
  0.132   4.4383E43   1.736E43    6.4113026     1.1865801     
  0.353   2.1696E44   6.1278E43   10.225046     2.5997412     
  0.238   8.003E43    4.1332E43   6.3045177     1.7225761     
  0.357   1.4828E44   5.9385E43   5.2366695     1.6531286     
  0.577   2.9931E44   1.2299E44   6.014673      28.551197     
  0.151   5.0752E43   1.2527E43   30.392122     2.1800847     
  0.442   2.2014E44   7.9966E43   12.574312     5.185987      
  0.447   4.8134E44   1.7586E44   26.807203     7.8266373     
  0.224   4.4537E43   2.105E43    9.279238      1.6573325     
  0.237   5.6692E43   2.3135E43   14.923578     1.8242487     
  0.291   1.3579E44   4.4613E43   38.080627     3.3280659     
  0.564   6.6453E44   1.9516E44   17.867788     20.893856     
  0.443   3.5084E44   1.0916E44   73.54845      14.898155     
  0.281   1.0535E44   4.0888E43   5.2214146     1.4365336     
  0.471   2.5292E44   1.3436E44   12.909922     6.4036937     
  0.614   5.2649E44   2.0775E44   64.02934      39.613266     
  0.509   2.8413E44   1.1605E44   7.90629       7.4437475     
  0.184   1.0683E44   2.2011E43   55.456047     5.477439      
  0.188   7.6608E43   1.976E43    60.16983      3.6414235     
  0.427   4.7155E44   1.0721E44   107.55178     10.466509     
  0.188   4.3976E43   1.7448E43   7.4944057     1.7750621     
  0.658   3.4484E44   2.4532E44   20.628939     37.08942      
  0.114   2.3376E43   7.0577E42   5.2976894     6.509504      
  0.222   7.2722E43   2.3693E43   5.1451397     1.4905325     
  0.494   3.7622E44   2.4587E44   41.192642     12.365956     
  0.523   3.7733E44   1.3387E44   8.165625      8.822983      
  0.197   2.8072E44   3.693E43    48.40825      3.2021232     
  0.073   7.9145E42   3.3748E42   8.806334      1.1211554     
  0.368   3.5444E44   1.3117E44   13.230276     2.652246      
  0.237   3.0649E44   4.7379E43   6.274008      1.5246227     
  0.682   9.3251E44   2.6155E44   20.308584     63.30523      
  0.073   1.3832E43   4.0692E42   5.450239      1.200667      
  0.529   2.9376E44   1.2313E44   18.859362     15.244837     
  0.405   2.7001E44   1.229E44    27.966581     5.0450387     
  0.458   6.0036E44   1.4723E44   15.869387     6.386391      
  0.177   5.2665E43   1.613E43    6.3502827     1.3407902     
  0.477   1.9219E44   7.163E43    9.096178      4.9188147     
  0.127   3.5045E43   7.8013E42   5.526514      1.5779938     
  0.571   4.2198E44   2.7733E44   6.3350277     14.904062     
  0.47    3.9705E44   1.2325E44   5.679064      3.9435084     
  0.201   5.8633E43   3.0197E43   6.197733      1.4638989     
  0.371   1.4428E44   5.2131E43   10.652185     2.4238236     
  0.145   6.1975E43   1.2945E43   55.456047     3.4055932     
  0.136   4.7909E43   1.206E43    32.268486     2.5385725     
  0.43    1.9555E44   8.7174E43   15.213423     4.9462395     
  0.607   3.171E44    1.3145E44   5.1909046     22.70169      
  0.599   4.7387E44   1.811E44    6.9452267     14.841835     
  0.136   4.5387E43   1.2135E43   12.467527     2.404638      
  0.568   7.5287E44   3.0802E44   25.99869      20.892557     
  0.113   1.846E43    5.2582E42   9.553827      1.5781038     
  0.112   2.856E43    9.3772E42   6.762167      1.7628739     
  0.059   4.0484E43   3.6658E42   28.3327       2.0228727     
  0.216   4.8211E43   1.6895E43   32.756645     2.8497043     
  0.532   4.7177E44   1.4127E44   13.82522      15.464262     
  0.147   3.1972E43   1.0655E43   11.689524     1.6131424     
  0.549   3.1488E44   1.1491E44   5.8163586     6.5147023     
  0.52    9.475E44    3.2286E44   6.3960476     7.8568387     
  0.067   2.1064E43   6.1987E42   18.966146     1.9126985     
  0.059   1.5636E43   8.8141E42   14.969343     1.6343535     
  0.26    1.0219E44   4.7135E43   11.414934     2.0150802     
  0.535   5.0765E44   1.8191E44   6.5638523     8.062106      
  0.595   4.4069E44   2.225E44    6.884207      14.894118     
  0.308   1.2062E44   4.3917E43   11.7963085    4.349983      
  0.256   2.0684E44   9.9235E43   21.101843     2.2780416     
  0.405   1.5121E44   8.0792E43   19.43905      4.0108237     
  0.485   3.2004E44   1.3423E44   43.343597     17.667515     
  0.28    1.4062E44   4.8928E43   13.215021     2.1585295     
  0.457   2.0419E44   7.8627E43   17.623709     6.7616053     
  0.602   3.4102E44   2.022E44    5.2214146     25.229748     
  0.578   6.3785E44   2.162E44    6.731657      12.434651     
  0.607   1.0156E45   2.5095E44   6.4570675     12.687238     
  0.205   4.4593E43   2.7559E43   5.1756496     1.4853809     
  0.199   3.2028E43   1.5573E43   22.459536     2.31343       
  0.193   5.3843E43   1.8407E43   15.396482     1.9156356     
  0.518   2.0708E44   1.0378E44   5.557024      5.2395744     
  0.187   3.64E43     3.1729E43   6.136713      1.4821935     
  0.535   7.4957E44   2.0944E44   124.36276     36.56561      
  0.147   4.2473E43   1.0164E43   25.251196     1.9907635     
  0.108   5.3689E43   1.8449E43   5.7858486     2.576149      
  0.324   5.4578E43   3.3899E43   35.45677      3.6000645     
  0.072   5.7609E42   2.5592E42   9.4317875     1.8183461     
  0.139   2.3389E43   1.3076E43   5.663809      1.1601653     
  0.547   4.0006E44   1.4877E44   63.358124     51.45298      
  0.364   2.9025E44   8.198E43    69.002464     5.4757752     
  0.244   9.056E43    2.6777E43   9.080923      2.7890031     
  0.529   2.1816E44   1.3219E44   5.4044743     7.167994      
  0.389   1.952E44    6.8111E43   37.912827     7.94809       
  0.187   1.7309E44   2.5008E43   33.153275     2.6651516     
  0.343   1.9576E44   5.8412E43   49.445587     3.9195693     
  0.519   4.4818E44   1.5007E44   12.650587     21.210266     
  0.604   5.5114E44   1.8157E44   7.387621      13.157483     
  0.557   4.0389E44   1.9745E44   34.053314     20.373405     
  0.19    3.9926E43   1.378E43    8.18088       1.5647366     
  0.224   8.7147E43   4.1175E43   6.106203      1.4020212     
  0.184   8.0453E43   3.4207E43   40.68923      5.414741      
  0.26    1.5583E44   4.2263E43   31.414206     3.3343008     
  0.105   4.2934E43   8.0176E42   31.475225     2.431531      
  0.107   6.255E43    1.9852E43   8.943628      1.4672565     
  0.107   2.1573E43   6.8902E42   11.7963085    1.5348749     
  0.259   2.8189E44   4.7951E43   12.833647     2.049247      
  0.246   6.7124E43   2.6334E43   7.250326      1.5328313     
  0.159   4.7059E43   1.313E43    9.111433      1.7022244     
  0.548   6.8802E44   2.5467E44   6.5791073     8.128743      
  0.606   4.4995E44   2.2009E44   27.173323     26.83366      
  0.075   1.731E43    4.0747E42   21.544237     2.3369124     
  0.552   9.3961E44   2.6806E44   6.838442      10.552912     
  0.135   4.0767E43   1.2726E43   18.005083     1.7109749     
  0.622   8.9521E44   4.443E44    6.9299717     12.954538     
  0.396   3.4696E44   1.2439E44   5.007845      2.1413183     
  0.257   1.0536E44   3.5367E43   66.79049      3.7848253     
  0.418   1.9806E44   1.5915E44   19.240736     5.1805096     
  0.368   2.6711E44   8.4297E43   21.620512     6.0785894     
  0.605   9.5589E44   3.6502E44   8.913118      75.823326     
  0.258   1.3025E44   3.7866E43   5.038355      1.3405962     
  0.594   3.9749E44   1.6775E44   8.745314      35.69095      
  0.109   4.3091E43   8.8856E42   13.031961     1.2839569     
  0.578   2.8787E44   1.447E44    79.802986     63.565163     
  0.262   1.3533E44   4.0768E43   30.346357     4.6254606     
  0.293   1.9772E44   6.1601E43   63.831024     3.8383868     
  0.277   5.4989E43   3.1725E43   7.296091      2.2862055     
  0.552   2.4225E44   1.3046E44   5.8926334     8.992568      
  0.389   1.5692E44   7.0305E43   17.501669     3.7194717     
  0.307   6.4979E44   1.0568E44   6.4875774     1.7945814     
  0.167   5.1157E43   1.5789E43   14.313379     2.1928985     
  0.508   5.9345E44   2.4558E44   22.734125     14.759087     
  0.474   2.3517E44   1.0467E44   53.51866      11.062703     
  0.61    3.2723E44   1.5792E44   6.4113026     15.552425     
  0.194   5.2256E43   2.0584E43   18.600027     1.91455       
  0.177   5.8222E43   1.7609E43   18.035593     2.151994      
  0.427   1.8221E44   8.2079E43   6.029928      3.0337934     
  0.337   1.4685E44   1.1714E44   11.8115635    2.1834035     
  0.614   7.9166E44   2.5402E44   8.546999      18.88171      
  0.124   3.2681E43   1.0013E43   11.09458      1.7790447     
  0.505   2.3818E44   1.1741E44   6.3655376     5.2156777     
  0.404   1.9798E44   8.2136E43   45.296234     5.645149      
  0.494   4.7888E44   1.482E44    135.75822     23.490433     
  0.172   8.0789E43   2.1732E43   5.465494      1.4050208     
  0.504   4.7831E44   1.5158E44   42.74865      18.30792      
  0.62    7.5139E44   3.3733E44   6.258753      30.657814     
  0.236   1.1641E44   3.4169E43   49.18625      3.4498935     
  0.299   1.0528E44   4.3609E43   62.061447     6.4547887     
  0.506   3.9336E44   1.4144E44   16.83045      16.97845      
  0.115   2.8139E43   9.0398E42   9.004648      1.462611      
  0.253   1.3186E44   3.8741E43   27.219088     2.8368866     
  0.52    3.9202E44   1.4875E44   11.536974     9.959913      
  0.31    1.2616E45   1.8258E44   55.364517     5.0450487     
  0.314   1.7539E44   5.773E43    70.72627      6.175687      
  0.325   1.3137E44   8.7622E43   6.121458      1.523764      
  0.602   4.5898E44   1.9594E44   22.32224      24.199791     
  0.538   3.2676E44   2.1767E44   9.614847      9.294385      
  0.518   9.5094E44   2.0672E44   7.0977764     7.345482      
  0.278   1.0249E44   4.0132E43   14.206594     2.2561164     
  0.545   3.1996E44   1.4764E44   38.034866     21.900732     
  0.175   3.1707E44   3.9041E43   48.74386      2.7422943     
  0.638   1.0986E45   3.9753E44   22.001886     30.3608       
  0.128   2.8054E43   9.8369E42   7.7079754     1.5425868     
  0.498   4.3061E44   1.5062E44   7.357111      6.28667       
  0.557   3.9542E44   1.5741E44   14.648989     17.285967     
  0.645   7.9113E44   3.6626E44   23.390089     31.434319     
  0.315   1.7802E44   6.1164E43   16.571115     2.4776204     
  0.115   2.7762E43   9.5002E42   23.451109     2.4799194     
  0.404   5.4584E44   2.4275E44   6.3960476     2.5579648     
  0.122   3.6388E43   1.2182E43   23.893503     2.1594236     
  0.091   1.8096E43   6.7334E42   16.327036     2.615156      
  0.458   1.7851E44   1.1955E44   10.453871     5.200826      
  0.421   2.7352E44   1.0751E44   6.3807926     3.0572944     
  0.427   5.7245E44   1.5336E44   7.6164455     3.8136404     
  0.195   1.2165E44   2.7067E43   36.43309      2.7642207     
  0.59    1.2696E45   4.7233E44   6.167223      37.399883     
  0.459   3.4993E44   1.8919E44   7.311346      4.488873      
  0.188   5.249E43    1.9013E43   6.121458      1.6763035     
  0.341   1.9724E44   6.4931E43   40.9028       3.5170531     
  0.112   2.9441E43   9.1886E42   7.5401707     1.4157811     
  0.307   1.577E44    5.9646E43   9.141943      2.0732384     
  0.384   1.8285E44   7.7119E43   19.942465     5.2585244     
  0.461   1.9115E44   9.8513E43   6.807932      3.8205352     
  0.26    3.8802E44   6.392E43    15.030363     2.4048162     
  0.352   3.012E44    8.9906E43   17.10504      2.764487      
  0.386   2.8957E44   8.5431E43   19.210226     4.263762      
  0.576   4.0753E44   1.7813E44   8.11986       10.524645     
  0.364   1.7381E44   7.2256E43   67.35493      5.68259       
  0.181   4.3044E43   1.7132E43   10.225046     1.6097585     
  0.164   1.766E44    2.8818E43   7.4944057     1.6378843     
  0.375   3.3346E44   9.6708E43   61.573288     6.511227      
  0.067   5.17E43     8.4547E42   6.838442      2.0139325     
  0.483   4.5957E44   1.5575E44   6.5485973     5.808121      
  0.05    4.5802E42   2.2891E42   7.5859356     1.6360182     
  0.452   3.2687E44   1.6659E44   7.6317005     4.464896      
  0.384   2.3907E44   8.7593E43   6.9909916     4.229328      
  0.419   2.593E44    9.3515E43   16.388056     4.4022365     
  0.564   5.4316E44   2.101E44    7.891035      61.65047      
  0.441   2.3419E44   1.5875E44   11.231874     9.858587      
  0.498   2.2626E44   1.0468E44   50.269356     14.494912     
  0.116   3.6526E43   1.5382E43   12.650587     1.828035      
  0.487   3.0506E44   1.2444E44   58.979942     24.89647      
  0.189   1.2468E44   4.7176E43   6.868952      1.3201952     
  0.625   7.2999E44   2.3762E44   6.884207      19.676151     
  0.332   1.2709E44   4.6998E43   10.118261     1.9867188     
  0.407   1.8748E44   8.1178E43   50.345627     7.603863      
  0.494   7.2502E44   1.7399E44   281.5195      31.246424     
  0.522   4.5843E44   2.2472E44   40.368874     70.318146     
  0.386   3.1038E44   9.1251E43   161.06624     8.188543      
  0.404   1.8422E44   8.1904E43   5.1909046     2.3801649     
  0.573   1.0169E45   4.4359E44   103.600746    35.030388     
  0.584   5.7205E44   3.1258E44   12.070898     45.13445      
  0.146   1.269E44    2.3317E43   6.9757366     1.9875329     
  0.125   6.8362E43   1.3012E43   44.060577     2.355832      
  0.135   3.5017E43   1.1072E43   13.993025     4.5447598     
  0.452   3.7989E44   1.2437E44   5.511259      3.8810656     
  0.479   3.3334E44   1.2466E44   24.290133     21.782454     
  0.339   2.0121E44   6.8699E43   7.0215015     1.8469284     
  0.111   1.9108E43   6.4596E42   21.681532     1.645583      
  0.066   7.805E42    3.5689E42   5.3129444     1.2286017     
  0.56    5.1673E44   2.5586E44   8.699549      12.186014     
  0.355   2.3686E44   7.6184E43   34.312653     3.4678228     
  0.568   7.6294E44   2.424E44    5.4044743     8.905641      
  0.45    3.5583E44   1.767E44    12.848902     5.291891      
  0.219   1.2527E44   5.5598E43   16.46433      2.1315837     
  0.532   8.1449E44   2.7771E44   22.5053       23.674934     
  0.21    1.1253E44   5.0184E43   8.074095      1.5523347     
  0.204   1.0748E44   2.7362E43   35.273712     3.985853      
  0.59    2.4873E44   1.715E44    11.170855     27.136808     
  0.271   3.4303E44   6.8997E43   12.574312     2.2119138     
  0.621   5.0741E44   2.9197E44   16.693155     20.465084     
  0.299   3.4506E44   1.832E44    24.625742     6.16563       
  0.395   1.9479E44   8.8117E43   8.074095      2.5637767     
  0.269   9.1696E43   4.0265E43   60.12407      3.6502652     
  0.272   1.2367E44   4.8684E43   46.82173      3.243129      
  0.211   1.2854E44   4.6717E43   41.192642     2.5517724     
  0.531   4.3288E44   1.4002E44   22.734125     24.08922      
  0.557   4.7181E44   1.958E44    77.51474      25.788298     
  0.411   2.1313E44   9.3027E43   6.3960476     7.4368854     
  0.587   3.787E44    1.457E44    8.699549      39.67853      
  0.057   7.6874E42   2.5114E42   13.199766     1.6911803     
  0.518   2.6396E44   1.4109E44   12.345488     8.270165      
  0.12    2.3651E43   1.3916E43   25.708845     3.2882266     
  0.062   9.364E42    3.0437E42   6.5943623     1.569669      
  0.054   7.5366E42   2.8616E42   15.579542     1.4000224     
  0.071   2.4265E43   1.0927E43   10.957285     1.7277266     
  0.059   1.3309E43   5.7181E42   10.072496     1.6429728     
  0.061   7.8689E42   2.5449E42   6.045183      1.5648787     
  0.416   1.2879E44   6.7834E43   5.05361       2.6704102     
  0.551   4.7581E44   1.854E44    5.1298847     5.833003      
  0.316   1.8388E44   8.3867E43   22.795145     7.399206      
  0.146   3.5621E44   5.2822E43   7.799505      0.97417045    
  0.178   4.4387E43   1.5457E43   20.735723     2.854674      
  0.104   2.5228E43   9.1447E42   17.959318     2.1671412     
  0.231   2.3777E44   7.2224E43   36.35682      3.1527944     
  0.445   1.0116E45   2.9904E44   7.6622105     6.12747       
  0.178   5.2232E43   2.1901E43   13.840475     1.6392754     
  0.604   5.4593E44   2.9136E44   5.3587093     14.546274     
  0.412   2.5037E44   1.4238E44   7.6164455     2.7539046     
  0.457   2.5426E44   1.248E44    9.477552      4.270075      
  0.576   2.6755E44   1.7764E44   8.02833       10.894877     
  0.185   2.2202E44   4.8488E43   13.85573      1.8026118     
  0.342   1.2991E44   6.2031E43   6.9909916     2.031778      
  0.413   4.214E44    1.5522E44   97.04111      17.374249     
  0.491   3.2127E44   1.3027E44   56.630676     21.76702      
