# z       Lx0124      eLx         LAMBDACHISQ   LAMBDACHISQE  
  0.057   1.4782E43   3.4111E42   14.298124     1.7685143     
  0.548   5.7393E44   3.1143E44   9.157198      12.774858     
  0.461   4.4209E44   1.5359E44   35.334732     8.833789      
  0.061   2.4096E43   1.153E43    12.864157     2.09091       
  0.393   3.1153E44   2.5265E44   8.775824      2.8996472     
  0.253   9.6274E43   3.9474E43   35.53305      3.2018728     
  0.579   7.4953E44   2.668E44    6.4723225     24.996113     
  0.575   5.9643E44   2.2689E44   7.6927204     13.672368     
  0.397   2.7443E44   1.7677E44   19.80517      4.6827393     
  0.578   4.8309E44   2.0757E44   8.958883      14.964525     
  0.125   3.2272E43   1.0677E43   7.7689953     2.0525966     
  0.105   4.0307E43   1.0018E43   23.542639     1.7882475     
  0.311   2.2562E44   6.9859E43   49.857468     3.9391217     
  0.3     6.9492E44   1.1252E44   81.145424     4.3723226     
  0.184   4.9775E43   2.1892E43   30.956556     8.535969      
  0.111   1.7236E43   8.3775E42   13.993025     1.5943235     
  0.558   7.3241E44   4.1163E44   6.762167      10.5454       
  0.084   2.0712E43   6.8091E42   40.87229      2.6583807     
  0.516   1.3341E45   3.2846E44   73.28911      18.031422     
  0.222   1.1884E44   4.5056E43   70.49745      3.898634      
  0.528   4.501E44    2.28E44     8.05884       7.705168      
  0.184   3.8329E43   1.9286E43   6.853697      1.749006      
  0.193   1.264E44    3.3457E43   6.3502827     1.399504      
  0.1     2.5751E43   1.0317E43   13.7642       2.2072532     
  0.466   1.0245E45   4.0719E44   9.736887      5.045599      
  0.326   3.0684E44   1.5153E44   11.704779     2.4506016     
  0.341   1.3144E44   6.0795E43   5.3434544     1.6128563     
  0.484   3.2083E44   2.0487E44   8.2266445     5.6073747     
  0.413   4.3122E44   1.1976E44   19.728895     5.027469      
  0.442   3.4821E44   1.2643E44   12.299723     4.715         
  0.56    1.2217E45   3.6813E44   9.248728      11.413705     
  0.323   4.1452E44   1.6656E44   27.905561     4.8014235     
  0.288   3.4512E44   1.8316E44   8.638529      2.112971      
  0.128   7.4687E43   2.8382E43   14.374399     1.7022774     
  0.525   4.4096E44   2.4722E44   17.10504      10.706336     
  0.112   6.8512E43   1.9609E43   17.150805     2.3497832     
  0.424   3.0434E44   1.1135E44   25.66308      5.57954       
  0.348   1.4982E44   7.0293E43   8.302919      1.988769      
  0.319   2.2369E44   6.8252E43   40.109543     3.5123518     
  0.435   2.1252E44   1.0607E44   16.082956     4.6786065     
  0.419   4.3577E44   1.6244E44   7.6011906     2.775026      
  0.122   3.1436E43   1.1429E43   34.007553     2.412662      
  0.125   3.1029E43   1.0881E43   32.405777     2.4273708     
  0.097   1.9437E43   7.5726E42   11.735289     1.9330145     
  0.442   3.387E44    1.3559E44   12.360743     10.142308     
  0.32    3.0684E44   8.7242E43   7.7842503     1.869535      
  0.09    2.9552E43   9.7858E42   14.938833     1.4596219     
  0.117   3.0484E43   9.7919E42   29.110704     1.8524636     
  0.071   1.3991E43   4.4465E42   24.732527     2.181987      
  0.122   8.0276E43   1.5668E43   54.998398     3.0332258     
  0.281   3.0329E44   8.2302E43   16.067701     2.4365313     
  0.42    7.2147E44   1.7544E44   9.828417      3.4893897     
  0.471   5.2184E44   2.8296E44   13.7642       6.069795      
  0.193   1.1673E44   3.3544E43   86.530426     6.3738766     
  0.52    5.077E44    2.0062E44   8.974138      8.676374      
  0.568   1.2788E45   3.1924E44   137.08542     43.15494      
  0.173   8.6048E43   2.722E43    23.1155       2.1322536     
  0.598   5.4835E44   3.5913E44   32.924446     31.525808     
  0.365   2.7754E44   9.603E43    50.421906     4.424814      
  0.126   6.6085E43   1.9207E43   48.22519      3.0774922     
  0.083   2.4276E43   1.0106E43   8.440214      1.879634      
  0.125   2.8853E43   1.4269E43   10.682695     1.5741061     
  0.21    1.0042E44   3.4258E43   16.967745     2.0847645     
  0.156   1.0733E44   2.7469E43   19.74415      2.0635796     
  0.254   9.5548E43   4.6436E43   7.7079754     1.9916053     
  0.366   2.6988E44   1.0577E44   66.59218      5.288209      
  0.149   1.9178E44   3.3661E43   78.15545      3.2437937     
  0.6     1.1181E45   6.0699E44   5.2519245     10.726427     
  0.594   1.2664E45   4.0985E44   35.53305      57.54212      
  0.065   2.3061E43   5.49E42     18.386457     1.2753458     
  0.223   1.8108E44   4.5495E43   35.50254      3.101961      
  0.071   1.3044E44   1.6421E43   35.59407      2.4324408     
  0.649   1.6594E45   6.6683E44   53.22882      50.082684     
  0.587   1.1989E45   5.1854E44   5.526514      13.188843     
  0.56    1.1068E45   3.14E44     5.2976894     9.037047      
  0.275   2.0405E44   6.1549E43   9.919947      1.8197618     
  0.07    1.1309E43   5.7056E42   9.553827      1.7141038     
  0.405   2.6127E44   1.2473E44   19.8967       6.079711      
  0.068   5.7048E43   7.7238E42   59.6054       2.7350316     
  0.126   6.5767E43   1.6158E43   42.15371      3.306804      
  0.128   5.4144E43   1.7014E43   30.544672     3.0784957     
  0.076   1.1077E43   6.0568E42   6.4875774     1.5522697     
  0.093   2.7228E43   1.0493E43   26.959753     2.235752      
  0.091   3.4658E43   1.0978E43   54.20514      3.0201075     
  0.428   7.5694E44   4.0057E44   6.731657      3.6071525     
  0.51    8.0167E44   2.598E44    9.111433      8.114825      
  0.441   6.7208E44   3.215E44    15.3659725    5.530428      
  0.118   2.0674E43   1.1184E43   17.25759      1.5504113     
  0.29    1.2424E44   6.1513E43   50.086296     4.1294        
  0.271   1.4426E44   6.4898E43   14.389654     2.1460578     
  0.291   3.3898E44   1.0247E44   96.8733       5.450445      
  0.294   1.6855E44   7.529E43    6.121458      1.5711671     
  0.448   2.7402E44   1.5732E44   28.97341      8.614727      
  0.359   5.6901E44   3.499E44    8.409704      1.8706387     
  0.612   9.514E44    5.925E44    9.294493      27.700428     
  0.455   8.6329E44   4.5834E44   15.655817     5.648111      
  0.358   6.8392E44   1.8546E44   18.630537     2.7600214     
  0.441   1.0308E45   4.1534E44   8.470724      3.837258      
  0.586   1.0915E45   3.6592E44   139.6635      70.28269      
  0.32    2.445E44    9.4725E43   8.043585      2.0226386     
  0.521   6.1613E44   3.1671E44   14.115065     10.071713     
  0.587   1.0745E45   4.4466E44   5.496004      13.188555     
  0.527   5.0456E44   3.4976E44   10.041986     10.963765     
  0.333   4.4536E44   2.4576E44   9.996222      2.1674597     
  0.253   2.6141E44   8.982E43    7.1130314     2.1688735     
  0.365   2.5512E44   1.3482E44   26.639399     3.4968472     
  0.484   4.7146E44   2.4682E44   7.250326      6.172361      
  0.195   1.2477E44   4.8632E43   12.238703     5.3127127     
  0.297   2.3788E44   9.479E43    13.047216     3.4685676     
  0.374   6.6103E44   2.8406E44   20.186544     4.3391914     
  0.247   3.1628E44   1.3626E44   65.64637      3.3989687     
  0.609   1.3474E45   5.3915E44   5.038355      9.961131      
  0.324   5.0195E44   2.6569E44   7.402876      1.9366647     
  0.08    1.8696E43   8.8511E42   10.469126     1.703856      
  0.209   1.7971E44   4.1296E43   38.385727     2.440401      
  0.225   5.5279E43   3.0327E43   8.470724      1.9217956     
  0.339   2.8668E44   9.7345E43   42.30626      3.8983848     
  0.624   7.5513E44   3.0529E44   5.572279      18.246065     
  0.521   8.4247E44   4.499E44    8.15037       9.752362      
  0.177   7.5895E43   3.8817E43   10.78948      1.6844623     
  0.375   3.1018E44   1.6812E44   8.958883      2.4098089     
  0.342   2.2877E44   7.9465E43   6.9147167     1.688182      
  0.507   4.9384E44   1.9043E44   27.966581     44.00882      
  0.562   9.6049E44   2.8838E44   11.674269     12.405745     
  0.372   8.6215E44   3.1518E44   8.196135      2.600656      
  0.49    4.6229E44   1.9104E44   8.882608      6.2234216     
  0.486   2.7629E44   1.512E44    7.296091      6.371684      
  0.339   1.9333E44   7.3617E43   75.65363      4.3082337     
  0.327   1.6867E44   7.316E43    9.889437      2.1315682     
  0.298   2.0322E44   6.6619E43   6.3655376     1.4039159     
  0.61    7.1629E44   2.9572E44   7.463896      12.673125     
  0.382   2.6088E44   1.0474E44   20.873018     3.6771436     
  0.306   2.0408E44   7.1503E43   5.2976894     1.5901867     
  0.403   1.9382E44   9.7392E43   15.991426     4.2199693     
  0.505   5.8074E44   3.1237E44   17.10504      12.844952     
  0.521   4.1145E44   1.8431E44   38.294197     18.560612     
  0.553   1.1622E45   3.4386E44   13.230276     14.216398     
  0.398   2.0311E44   1.0049E44   43.54191      7.1820455     
  0.189   1.9976E44   4.2711E43   47.69126      2.7333896     
  0.425   3.3805E44   2.1316E44   8.516489      6.5011067     
  0.161   3.1132E43   1.5356E43   6.4723225     1.2024002     
  0.427   3.1958E44   1.1855E44   6.670637      3.2092922     
  0.389   7.5499E44   2.7838E44   46.165764     5.4634004     
  0.358   2.5404E44   8.9689E43   13.7642       2.5293458     
  0.6     6.0371E44   3.3092E44   8.363939      26.076353     
  0.279   1.903E44    5.8311E43   58.552803     3.8487833     
  0.545   5.8853E44   2.1243E44   10.987795     9.698559      
  0.546   3.736E44    1.7051E44   23.17652      20.510849     
  0.471   5.6048E44   2.6504E44   15.808367     6.694326      
  0.358   4.1903E44   1.7945E44   53.86953      4.0422544     
  0.419   3.3498E44   1.1962E44   66.6532       7.399495      
  0.388   2.2396E44   9.6963E43   14.206594     3.3140683     
  0.361   3.0824E44   1.0224E44   18.340693     4.639916      
  0.076   1.4827E43   4.4945E42   6.029928      0.96403915    
  0.248   1.7681E44   5.3199E43   12.055643     2.2863922     
  0.453   5.1077E44   1.6728E44   11.735289     6.667272      
  0.375   2.0506E44   8.864E43    12.726862     2.7759907     
  0.398   1.1996E45   1.9814E44   17.654219     3.9959733     
  0.417   5.635E44    1.5845E44   31.79558      5.8096085     
  0.149   1.3711E44   2.5977E43   52.038933     2.4669445     
  0.437   4.9209E44   2.6225E44   5.633299      2.6132474     
  0.103   1.71E43     6.5686E42   10.774225     1.5143794     
  0.076   3.094E43    1.4766E43   16.601625     1.8645058     
  0.407   1.5187E44   8.7051E43   26.21226      5.229278      
  0.596   8.2876E44   4.0464E44   8.562254      14.87866      
  0.531   3.3263E44   1.6716E44   11.887838     19.633207     
  0.283   2.8224E44   8.4669E43   13.993025     2.43186       
  0.59    6.5525E44   5.0788E44   5.618044      9.793821      
  0.382   4.4421E44   1.4108E44   5.8621235     2.2714295     
  0.508   3.9614E45   4.8945E44   12.070898     6.913199      
  0.148   1.1256E44   5.3326E43   5.05361       1.290444      
  0.599   6.9791E44   2.6054E44   5.068865      12.057821     
  0.452   3.6476E44   2.0148E44   12.238703     5.339446      
  0.55    5.1307E44   3.218E44    16.754175     22.831894     
  0.38    3.2858E44   1.0225E44   5.8621235     2.3026497     
  0.582   1.0958E45   3.0206E44   28.39372      30.637947     
  0.605   3.8964E44   1.9811E44   11.079325     15.471946     
  0.124   4.4205E43   1.2243E43   48.49978      2.5447206     
  0.63    7.0826E44   2.9697E44   24.244368     60.91989      
  0.125   2.6758E43   1.0022E43   7.982565      1.2686672     
  0.073   2.385E43    6.1953E42   14.084555     1.5721332     
  0.188   7.2407E43   2.6826E43   16.250761     1.952187      
  0.443   2.9513E44   1.2086E44   8.745314      4.6301355     
  0.48    3.2502E44   1.4404E44   7.5554256     4.5633698     
  0.523   3.8809E44   1.7324E44   25.052881     13.264464     
  0.452   3.0868E44   1.3149E44   22.87142      11.194581     
  0.439   4.4933E44   2.459E44    8.013075      4.22803       
  0.383   2.4985E44   1.0363E44   10.057241     3.0125754     
  0.602   3.904E44    2.0759E44   9.691122      13.7344885    
  0.228   1.3843E44   4.3194E43   53.51866      3.1940992     
  0.17    6.5031E43   4.2015E43   10.0114765    1.7749617     
  0.283   1.6582E44   5.8145E43   5.9536533     2.8373208     
  0.41    3.4597E44   1.25E44     14.587969     3.7477844     
  0.466   5.3187E44   2.5918E44   7.4944057     4.5337644     
  0.452   4.321E44    1.5349E44   10.499636     5.444411      
  0.272   1.328E44    5.0781E43   36.32631      2.774147      
  0.295   1.6677E44   6.1604E43   12.070898     2.3034055     
  0.337   3.4107E44   9.1068E43   66.43963      4.145006      
  0.256   9.8212E43   4.1991E43   10.041986     1.874195      
  0.418   1.6805E44   7.6155E43   41.63504      9.217961      
  0.295   9.8548E43   4.808E43    13.5811405    2.2314136     
  0.562   3.4591E44   1.7099E44   11.414934     17.425308     
  0.067   9.6395E42   4.3007E42   24.747782     2.1532772     
  0.064   9.8256E42   3.3286E42   21.925611     2.2354171     
  0.478   2.7038E44   1.2369E44   31.810835     8.384538      
  0.307   1.9365E44   6.8589E43   80.108086     4.1604276     
  0.422   2.4298E44   1.0846E44   13.5811405    4.5667524     
  0.529   4.7172E44   1.8017E44   112.47914     37.347572     
  0.298   2.6559E44   7.3717E43   15.777857     2.837037      
  0.331   2.2091E44   1.3991E44   5.7095737     1.618202      
  0.452   2.6446E44   1.0478E44   125.12551     14.284888     
  0.263   1.4182E44   9.0639E43   12.864157     1.9856917     
  0.415   3.6054E44   2.2833E44   8.989393      3.8925965     
  0.296   3.3396E44   8.4092E43   11.918348     2.6239989     
  0.086   2.4225E44   2.7689E43   16.906725     1.8005886     
  0.166   6.3903E43   2.0726E43   25.586805     2.4886127     
  0.147   5.0941E43   1.4891E43   65.79892      2.9153206     
  0.068   1.9948E43   4.9652E42   43.557167     2.1457443     
  0.152   2.7706E43   1.2807E43   9.874182      1.4726099     
  0.132   1.6744E43   7.6595E42   9.309748      1.5325687     
  0.14    2.549E43    9.8475E42   7.341856      1.2264007     
  0.586   7.3586E44   2.9989E44   16.006681     20.938313     
  0.451   1.7368E44   8.5297E43   10.469126     20.358694     
  0.435   1.44E44     1.0253E44   7.6469555     3.7805157     
  0.524   3.298E44    2.1281E44   18.218653     10.43177      
  0.105   2.1763E43   7.0079E42   37.821297     2.6211295     
  0.451   8.3691E44   1.9872E44   13.215021     25.297804     
  0.573   5.2386E44   2.0939E44   6.853697      11.916191     
  0.589   5.8837E44   1.9978E44   5.450239      11.761717     
  0.118   2.0955E43   7.8374E42   13.382826     1.870774      
  0.332   9.6386E43   4.8022E43   6.274008      1.7381964     
  0.444   2.8133E44   1.0546E44   54.0831       10.090623     
  0.476   2.0378E44   1.0485E44   15.747347     6.8964715     
  0.101   2.7417E43   7.8876E42   5.496004      1.3201308     
  0.063   7.6526E43   7.1933E42   28.3327       3.7900686     
  0.354   1.3973E44   7.3636E43   7.6469555     1.8891981     
  0.4     3.249E44    1.0357E44   75.74516      9.944875      
  0.558   6.6724E44   2.9135E44   16.906725     20.033758     
  0.633   8.4124E44   3.6786E44   18.584772     25.870235     
  0.342   4.0227E44   9.1766E43   52.084694     4.155717      
  0.111   5.4763E43   2.195E43    31.688795     2.2432704     
  0.107   3.927E43    1.0475E43   6.075693      1.4261657     
  0.346   1.2494E44   5.6228E43   13.382826     2.5194757     
  0.36    2.8503E44   8.7733E43   39.636635     3.8196251     
  0.415   9.1051E44   1.7658E44   19.576345     6.9208517     
  0.407   1.1869E45   1.9328E44   172.23288     13.317165     
  0.372   7.554E44    1.9474E44   13.840475     3.0401354     
  0.588   5.7411E44   2.1303E44   5.8773785     10.371423     
  0.087   1.2019E43   5.5935E42   13.215021     1.4841934     
  0.58    4.5746E44   1.9051E44   8.470724      39.38469      
  0.318   2.8909E44   7.7739E43   79.72671      4.4939566     
  0.416   5.5267E44   2.6113E44   8.08935       3.613365      
  0.477   5.2093E44   1.8211E44   29.171724     14.402663     
  0.106   1.6937E43   7.492E42    17.01351      1.8941338     
  0.167   4.5901E43   1.8643E43   25.891905     2.0767384     
  0.167   9.7929E43   2.4173E43   7.0367565     1.411249      
  0.435   4.0579E44   1.9826E44   44.975876     7.4798784     
  0.165   4.7216E43   1.9005E43   7.0062466     1.6508788     
